Date,Category,Sales,Quantity,Profit,Region,Month,Profit Margin %
2023-03-26,Books,826.3110234,10,110.4705977,North,March,0.134
2023-03-27,Electronics,1019.106518,9,344.5835113,East,March,0.338
2023-03-27,Clothing,579.2184185,10,214.3148329,West,March,0.370
2023-03-27,Home Goods,1524.873023,17,260.8465599,North,March,0.171
2023-03-27,Sports,1320.95515,4,300.0172834,South,March,0.227
2023-03-27,Books,726.1155781,18,239.6158467,South,March,0.330
2023-03-28,Electronics,1666.808689,15,284.3086839,West,March,0.171
2023-03-28,Clothing,628.6537168,2,152.0509592,North,March,0.242
2023-03-28,Home Goods,1367.375331,11,231.8851543,South,March,0.170
2023-03-28,Sports,1487.018969,13,413.9011729,South,March,0.278
2023-03-28,Books,869.5522714,7,268.2945849,East,March,0.309
2023-03-29,Electronics,792.7358763,10,181.1083467,East,March,0.228
2023-03-29,Clothing,1312.782651,4,416.5480948,South,March,0.317
2023-03-29,Home Goods,844.0439825,7,280.0426674,West,March,0.332
2023-03-29,Sports,825.4957258,6,170.4639525,West,March,0.206
2023-03-29,Books,695.5729808,13,177.8704879,South,March,0.256
2023-03-30,Electronics,843.7258542,8,307.1362294,South,March,0.364
2023-03-30,Clothing,1061.628579,3,275.9038232,North,March,0.260
2023-03-30,Home Goods,592.8234308,2,236.0870751,South,March,0.398
2023-03-30,Sports,943.2755593,6,252.1705954,South,March,0.267
2023-03-30,Books,414.6644575,12,52.50905075,North,March,0.127
2023-03-31,Electronics,811.3213326,13,235.6791224,East,March,0.290
2023-03-31,Clothing,1050.808247,16,105.4706787,West,March,0.100
2023-03-31,Home Goods,575.8856509,12,227.1125495,East,March,0.394
2023-03-31,Sports,672.3061706,5,215.9138613,West,March,0.321
2023-03-31,Books,0,12,156.6662074,South,March,
2023-01-04,Electronics,1695.798862,18,570.4168747,West,January,0.336
2023-01-04,Clothing,1117.995352,1,315.8850295,West,January,0.283
2023-01-04,Home Goods,1212.432603,14,164.0357157,East,January,0.135
2023-01-04,Sports,0,18,260.622691,North,January,
2023-01-04,Books,449.1383881,4,162.588545,South,January,0.362
2023-02-04,Electronics,1152.397398,3,387.0704498,East,February,0.336
2023-02-04,Clothing,1024.548808,3,309.712029,South,February,0.302
2023-02-04,Home Goods,970.333104,14,331.6381389,West,February,0.342
2023-02-04,Sports,0,15,259.2048424,South,February,
2023-02-04,Books,843.2793597,2,140.8987671,South,February,0.167
2023-03-04,Electronics,1015.160745,2,141.8762281,South,March,0.140
2023-03-04,Clothing,1051.149171,1,396.1015537,South,March,0.377
2023-03-04,Home Goods,0,3,185.5881311,North,March,
2023-03-04,Sports,1279.532829,13,269.0349907,West,March,0.210
2023-03-04,Books,1285.23889,15,499.8737881,West,March,0.389
2023-04-04,Electronics,0,12,0,West,April,
2023-04-04,Clothing,1197.255882,18,219.487877,East,April,0.183
2023-04-04,Home Goods,1042.615283,6,104.3655311,East,April,0.100
2023-04-04,Sports,1459.22525,19,315.1025502,North,April,0.216
2023-04-04,Books,1365.628556,19,215.1339349,North,April,0.158
2023-05-04,Electronics,1044.600237,9,239.319119,North,May,0.229
2023-05-04,Clothing,898.8742087,3,110.0122655,West,May,0.122
2023-05-04,Home Goods,815.9792009,16,250.9017046,North,May,0.307
2023-05-04,Sports,909.2590941,4,263.6459371,West,May,0.290
2023-05-04,Books,1131.081451,4,291.9461922,East,May,0.258
2023-06-04,Electronics,1357.193882,18,188.9391853,West,June,0.139
2023-06-04,Clothing,0,3,318.5116199,West,June,
2023-06-04,Home Goods,682.1843369,14,104.4193256,North,June,0.153
2023-06-04,Sports,827.0468798,6,147.1679991,South,June,0.178
2023-06-04,Books,222.6873124,7,63.61830411,North,June,0.286
2023-07-04,Electronics,995.4070452,3,178.9297328,East,July,0.180
2023-07-04,Clothing,0,4,421.857,West,July,
2023-07-04,Home Goods,948.116182,9,269.4777467,North,July,0.284
2023-07-04,Sports,1513.512544,6,329.5191003,South,July,0.218
2023-07-04,Books,0,1,273.8846878,West,July,
2023-08-04,Electronics,1311.971406,1,462.1569812,South,August,0.352
2023-08-04,Clothing,1242.67876,11,308.9742177,West,August,0.249
2023-08-04,Home Goods,786.864235,8,132.2635437,North,August,0.168
2023-08-04,Sports,1009.601245,19,132.9726051,West,August,0.132
2023-08-04,Books,773.9746389,1,180.3221022,West,August,0.233
2023-09-04,Electronics,0,3,92.2747822,North,September,
2023-09-04,Clothing,1055.404092,8,217.3873038,South,September,0.206
2023-09-04,Home Goods,677.0017196,5,201.807995,West,September,0.298
2023-09-04,Sports,466.41075,8,83.72722603,South,September,0.180
2023-09-04,Books,1008.933779,17,190.3186426,West,September,0.189
2023-10-04,Electronics,745.6060367,8,214.286482,South,October,0.287
2023-10-04,Clothing,741.5848893,9,217.4113883,South,October,0.293
2023-10-04,Home Goods,735.8614106,18,144.7179275,West,October,0.197
2023-10-04,Sports,1436.685607,16,493.5459519,West,October,0.344
2023-10-04,Books,1539.781473,2,213.1499843,East,October,0.138
2023-11-04,Electronics,1068.986334,9,226.2510722,East,November,0.212
2023-11-04,Clothing,727.5093607,14,168.652309,North,November,0.232
2023-11-04,Home Goods,846.5648333,12,134.807955,South,November,0.159
2023-11-04,Sports,771.8799777,17,226.7345285,East,November,0.294
2023-11-04,Books,636.2628163,7,225.2079608,North,November,0.354
2023-12-04,Electronics,1340.645505,15,235.5142874,North,December,0.176
2023-12-04,Clothing,1111.748713,12,129.137909,West,December,0.116
2023-12-04,Home Goods,1479.736701,11,267.5354921,West,December,0.181
2023-12-04,Sports,1119.906386,18,183.7244613,East,December,0.164
2023-12-04,Books,804.5929319,12,257.3413762,East,December,0.320
2023-04-13,Electronics,1241.033744,3,234.8836749,East,April,0.189
2023-04-13,Clothing,1255.650036,7,342.9831116,North,April,0.273
2023-04-13,Home Goods,813.2865415,10,217.4831479,West,April,0.267
2023-04-13,Sports,1143.426999,1,368.7707789,East,April,0.323
2023-04-13,Books,1386.394742,11,267.9605443,North,April,0.193
2023-04-14,Electronics,873.1564117,14,248.6711348,East,April,0.285
2023-04-14,Clothing,703.8754689,9,187.4194811,South,April,0.266
2023-04-14,Home Goods,1446.024141,10,474.725717,South,April,0.328
2023-04-14,Sports,1248.098317,11,407.9776256,East,April,0.327
2023-04-14,Books,1239.340802,6,449.8747976,North,April,0.363
2023-04-15,Electronics,0,4,289.3040503,West,April,
2023-04-15,Clothing,717.5231448,3,101.4196505,South,April,0.141
2023-04-15,Home Goods,1504.327694,10,430.0523893,West,April,0.286
2023-04-15,Sports,774.7283351,13,99.08557858,East,April,0.128
2023-04-15,Books,1008.714032,3,120.4970224,West,April,0.119
2023-04-16,Electronics,0,4,153.2108884,West,April,
2023-04-16,Clothing,1307.218758,19,326.120628,South,April,0.249
2023-04-16,Home Goods,1177.758085,19,138.4634576,North,April,0.118
2023-04-16,Sports,0,19,270.5773875,West,April,
2023-04-16,Books,851.8720173,17,196.1058876,South,April,0.230
2023-04-17,Electronics,825.2089377,15,329.6744806,West,April,0.400
2023-04-17,Clothing,948.6252474,13,144.2327982,South,April,0.152
2023-04-17,Home Goods,1366.310109,15,304.6481692,South,April,0.223
2023-04-17,Sports,0,11,378.225841,South,April,
2023-04-17,Books,623.9955421,10,125.0196201,North,April,0.200
2023-04-18,Electronics,1104.593303,11,118.4759484,South,April,0.107
2023-04-18,Clothing,1503.937506,13,503.4800497,East,April,0.335
2023-04-18,Home Goods,1220.468051,10,434.2649965,South,April,0.356
2023-04-18,Sports,1154.080032,10,439.9422191,West,April,0.381
2023-04-18,Books,840.1897481,6,243.1099066,South,April,0.289
2023-04-19,Electronics,991.7455285,1,331.3063979,West,April,0.334
2023-04-19,Clothing,1531.675479,6,179.4879747,South,April,0.117
2023-04-19,Home Goods,700.4843682,4,72.86493592,West,April,0.104
2023-04-19,Sports,1090.53757,12,123.6434839,South,April,0.113
2023-04-19,Books,736.605224,14,128.8056327,West,April,0.175
2023-04-20,Electronics,751.9358938,16,246.4992327,South,April,0.328
2023-04-20,Clothing,855.9392878,9,210.7933308,West,April,0.246
2023-04-20,Home Goods,0,11,144.2451249,South,April,
2023-04-20,Sports,415.6340088,18,92.82299488,East,April,0.223
2023-04-20,Books,1235.115635,6,456.9310336,South,April,0.370
2023-04-21,Electronics,0,15,403.0689418,North,April,
2023-04-21,Clothing,1506.968037,10,524.9681578,West,April,0.348
2023-04-21,Home Goods,1265.382037,18,181.5690633,East,April,0.143
2023-04-21,Sports,724.2459584,5,195.2560414,East,April,0.270
2023-04-21,Books,1092.119355,12,223.7227376,North,April,0.205
2023-04-22,Electronics,0,1,139.6432769,West,April,
2023-04-22,Clothing,753.0645816,1,193.5506055,North,April,0.257
2023-04-22,Home Goods,950.7461765,2,210.298744,East,April,0.221
2023-04-22,Sports,1052.932467,17,298.8959901,South,April,0.284
2023-04-22,Books,0,6,315.0889357,South,April,
2023-04-23,Electronics,1130.967941,2,405.5606619,East,April,0.359
2023-04-23,Clothing,1271.180452,7,335.1207444,West,April,0.264
2023-04-23,Home Goods,909.3250972,10,357.745357,East,April,0.393
2023-04-23,Sports,1067.053332,17,171.1651016,East,April,0.160
2023-04-23,Books,1038.535521,4,339.627548,South,April,0.327
2023-04-24,Electronics,1319.7583,15,213.0939586,North,April,0.161
2023-04-24,Clothing,707.7891331,14,121.4841223,North,April,0.172
2023-04-24,Home Goods,1137.849192,8,450.0158244,South,April,0.395
2023-04-24,Sports,1548.578084,3,577.2573537,North,April,0.373
2023-04-24,Books,1605.689833,10,400.3687283,South,April,0.249
2023-04-25,Electronics,758.9908612,18,97.16782525,North,April,0.128
2023-04-25,Clothing,361.0069373,19,57.2855851,West,April,0.159
2023-04-25,Home Goods,450.7694655,9,123.1853824,North,April,0.273
2023-04-25,Sports,1060.195541,8,359.8030644,East,April,0.339
2023-04-25,Books,172.1207802,6,58.17310679,East,April,0.338
2023-04-26,Electronics,1319.012455,16,471.0902803,East,April,0.357
2023-04-26,Clothing,1763.100369,8,649.168113,West,April,0.368
2023-04-26,Home Goods,1054.842073,16,153.6180065,West,April,0.146
2023-04-26,Sports,742.1979149,1,167.2381898,East,April,0.225
2023-04-26,Books,1342.715543,13,264.3852013,West,April,0.197
2023-04-27,Electronics,943.8567205,5,252.8844212,North,April,0.268
2023-04-27,Clothing,1295.718999,4,409.1959465,South,April,0.316
2023-04-27,Home Goods,842.801028,3,131.6653965,North,April,0.156
2023-04-27,Sports,622.8366175,9,215.3264863,South,April,0.346
2023-04-27,Books,1085.795482,11,402.1664892,West,April,0.370
2023-04-28,Electronics,871.3471193,12,169.2315026,West,April,0.194
2023-04-28,Clothing,1389.098364,16,435.6270896,West,April,0.314
2023-04-28,Home Goods,993.1395813,1,170.7825009,West,April,0.172
2023-04-28,Sports,1074.759563,18,348.9184362,North,April,0.325
2023-04-28,Books,1126.442035,16,307.7157119,North,April,0.273
2023-04-29,Electronics,969.0930396,15,170.7468889,North,April,0.176
2023-04-29,Clothing,1367.539704,16,180.3827508,East,April,0.132
2023-04-29,Home Goods,860.6148108,7,129.2123664,West,April,0.150
2023-04-29,Sports,1060.347897,1,372.3012287,East,April,0.351
2023-04-29,Books,932.7234524,15,178.7034738,East,April,0.192
2023-04-30,Electronics,821.7469754,3,270.3108632,North,April,0.329
2023-04-30,Clothing,1154.172355,12,196.0118724,North,April,0.170
2023-04-30,Home Goods,1053.874535,3,124.0707172,East,April,0.118
2023-04-30,Sports,1122.945597,2,262.9002761,South,April,0.234
2023-04-30,Books,927.6227036,14,333.3589202,West,April,0.359
2023-01-05,Electronics,928.5164618,14,226.2989782,North,January,0.244
2023-01-05,Clothing,695.8786026,8,224.0528939,South,January,0.322
2023-01-05,Home Goods,0,13,451.9370878,East,January,
2023-01-05,Sports,1265.425316,9,242.234457,East,January,0.191
2023-01-05,Books,1659.857989,14,274.7611976,North,January,0.166
2023-02-05,Electronics,0,4,149.5435796,South,February,
2023-02-05,Clothing,1025.752119,14,286.7051491,East,February,0.280
2023-02-05,Home Goods,825.9915993,9,156.9183599,South,February,0.190
2023-02-05,Sports,803.3090861,8,291.7446121,North,February,0.363
2023-02-05,Books,1044.625269,14,211.1414906,West,February,0.202
2023-03-05,Electronics,0,12,335.3873913,West,March,
2023-03-05,Clothing,805.2006064,14,287.2221647,East,March,0.357
2023-03-05,Home Goods,632.2199905,5,176.8278551,North,March,0.280
2023-03-05,Sports,0,9,460.8251867,West,March,
2023-03-05,Books,844.626205,12,202.144365,East,March,0.239
2023-04-05,Electronics,1072.314543,9,216.8699437,West,April,0.202
2023-04-05,Clothing,1631.56072,19,381.0898923,North,April,0.234
2023-04-05,Home Goods,666.0836719,19,114.0535341,East,April,0.171
2023-04-05,Sports,891.178626,12,219.497403,South,April,0.246
2023-04-05,Books,849.2201618,12,327.0850565,South,April,0.385
2023-05-05,Electronics,1105.962218,8,320.9847522,South,May,0.290
2023-05-05,Clothing,994.0644054,18,207.3180245,West,May,0.209
2023-05-05,Home Goods,1241.969253,19,227.335383,North,May,0.183
2023-05-05,Sports,1061.814855,13,259.7329925,West,May,0.245
2023-05-05,Books,244.7700693,17,62.40946234,South,May,0.255
2023-06-05,Electronics,565.0179461,17,57.80088941,South,June,0.102
2023-06-05,Clothing,1089.37632,1,219.6816621,North,June,0.202
2023-06-05,Home Goods,1086.619718,17,179.8931002,South,June,0.166
2023-06-05,Sports,1113.205211,9,384.0609771,North,June,0.345
2023-06-05,Books,945.8530633,9,326.7562916,North,June,0.345
2023-07-05,Electronics,1031.063242,9,112.2832684,West,July,0.109
2023-07-05,Clothing,351.3342337,11,39.86100156,East,July,0.113
2023-07-05,Home Goods,880.2664443,1,190.9841094,East,July,0.217
2023-07-05,Sports,804.1309683,12,293.2485249,North,July,0.365
2023-07-05,Books,1231.606469,16,232.7961515,South,July,0.189
2023-08-05,Electronics,1459.397123,7,563.6336729,North,August,0.386
2023-08-05,Clothing,1043.460299,18,184.7011008,West,August,0.177
2023-08-05,Home Goods,815.5681405,1,193.1844024,South,August,0.237
2023-08-05,Sports,1058.018735,8,344.2300079,North,August,0.325
2023-08-05,Books,754.4149961,12,93.58820112,East,August,0.124
2023-09-05,Electronics,842.1116406,9,247.5261079,East,September,0.294
2023-09-05,Clothing,1451.745486,11,405.9192465,South,September,0.280
2023-09-05,Home Goods,1212.464327,7,439.0449458,West,September,0.362
2023-09-05,Sports,1069.964839,6,145.6944639,South,September,0.136
2023-09-05,Books,1384.629676,8,479.087114,North,September,0.346
2023-10-05,Electronics,1035.060815,12,195.121604,North,October,0.189
2023-10-05,Clothing,944.1632957,5,129.2568885,North,October,0.137
2023-10-05,Home Goods,769.3941058,6,272.1203144,South,October,0.354
2023-10-05,Sports,911.206947,13,166.3994664,North,October,0.183
2023-10-05,Books,1325.081824,6,446.1491508,West,October,0.337
2023-11-05,Electronics,831.4343009,3,297.0454529,East,November,0.357
2023-11-05,Clothing,601.4184341,9,137.9025803,West,November,0.229
2023-11-05,Home Goods,918.2716896,1,236.678816,South,November,0.258
2023-11-05,Sports,977.5267466,5,287.1212607,North,November,0.294
2023-11-05,Books,907.5897147,19,97.68780902,West,November,0.108
2023-12-05,Electronics,1233.89816,18,359.1515952,East,December,0.291
2023-12-05,Clothing,1382.0921,11,267.2485823,South,December,0.193
2023-12-05,Home Goods,850.5196351,5,220.5615176,West,December,0.259
2023-12-05,Sports,1567.416355,13,613.8121208,South,December,0.392
2023-12-05,Books,861.3711944,3,335.2501671,West,December,0.389
2023-05-13,Electronics,965.7136133,11,208.9765901,South,May,0.216
2023-05-13,Clothing,952.8107724,19,101.9561159,East,May,0.107
2023-05-13,Home Goods,987.828452,10,365.5211784,North,May,0.370
2023-05-13,Sports,646.4010732,5,250.0121944,North,May,0.387
2023-05-13,Books,212.8635293,18,74.07910683,North,May,0.348
2023-05-14,Electronics,633.7989851,13,178.7713715,South,May,0.282
2023-05-14,Clothing,538.1000442,16,178.6823979,North,May,0.332
2023-05-14,Home Goods,554.116891,5,134.8518451,North,May,0.243
2023-05-14,Sports,1471.844392,19,304.4593934,South,May,0.207
2023-05-14,Books,1075.135722,13,170.287684,North,May,0.158
2023-05-15,Electronics,1609.988131,12,562.2184058,West,May,0.349
2023-05-15,Clothing,1025.606086,19,153.4025843,East,May,0.150
2023-05-15,Home Goods,948.4411041,15,327.2378638,West,May,0.345
2023-05-15,Sports,667.5506406,19,223.4402132,East,May,0.335
2023-05-15,Books,1087.558529,19,174.4374628,North,May,0.160
2023-05-16,Electronics,1269.839491,8,142.0161311,North,May,0.112
2023-05-16,Clothing,1157.128065,2,366.396468,North,May,0.317
2023-05-16,Home Goods,1081.426448,15,390.3849423,North,May,0.361
2023-05-16,Sports,1098.039673,5,371.4264121,West,May,0.338
2023-05-16,Books,1488.702881,9,540.5884706,West,May,0.363
2023-05-17,Electronics,727.1905691,6,201.1550601,South,May,0.277
2023-05-17,Clothing,1008.662717,4,187.344037,North,May,0.186
2023-05-17,Home Goods,455.5380867,11,171.1094043,East,May,0.376
2023-05-17,Sports,1580.916791,18,502.2808817,North,May,0.318
2023-05-17,Books,983.5317998,19,276.0135407,East,May,0.281
2023-05-18,Electronics,1085.666222,4,371.2726636,East,May,0.342
2023-05-18,Clothing,940.7984739,13,218.0252906,North,May,0.232
2023-05-18,Home Goods,954.6180149,1,351.2298011,East,May,0.368
2023-05-18,Sports,669.3159034,5,169.4237651,South,May,0.253
2023-05-18,Books,745.0241363,16,244.9482297,South,May,0.329
2023-05-19,Electronics,1337.233816,10,187.6547419,South,May,0.140
2023-05-19,Clothing,1284.257939,16,444.2753456,North,May,0.346
2023-05-19,Home Goods,731.6950262,15,290.6027842,South,May,0.397
2023-05-19,Sports,794.8121495,8,316.6488624,West,May,0.398
2023-05-19,Books,1217.528736,1,146.9665085,North,May,0.121
2023-05-20,Electronics,1154.853486,8,440.1462009,West,May,0.381
2023-05-20,Clothing,1356.674011,4,420.5828926,East,May,0.310
2023-05-20,Home Goods,1212.491154,8,266.4207497,South,May,0.220
2023-05-20,Sports,951.0799108,6,182.4563135,West,May,0.192
2023-05-20,Books,776.5292066,3,224.9037848,North,May,0.290
2023-05-21,Electronics,1009.057236,16,307.2827444,North,May,0.305
2023-05-21,Clothing,1182.582233,2,400.1322132,West,May,0.338
2023-05-21,Home Goods,650.1973333,13,195.0958232,East,May,0.300
2023-05-21,Sports,978.5663029,2,180.3510904,West,May,0.184
2023-05-21,Books,763.3177694,7,185.4336222,North,May,0.243
2023-05-22,Electronics,858.751307,17,250.8780222,North,May,0.292
2023-05-22,Clothing,1444.371565,17,456.3310488,West,May,0.316
2023-05-22,Home Goods,856.4267666,10,236.1677626,West,May,0.276
2023-05-22,Sports,1615.649844,18,278.8280489,West,May,0.173
2023-05-22,Books,1245.456141,14,431.8749173,West,May,0.347
2023-05-23,Electronics,1157.131333,4,165.3110088,East,May,0.143
2023-05-23,Clothing,478.5458583,8,86.8191363,East,May,0.181
2023-05-23,Home Goods,1166.865274,9,378.7569652,East,May,0.325
2023-05-23,Sports,1243.671934,17,315.070283,South,May,0.253
2023-05-23,Books,1208.163533,17,143.5381478,South,May,0.119
2023-05-24,Electronics,1478.823921,8,149.57709,North,May,0.101
2023-05-24,Clothing,1055.470245,2,204.7658455,West,May,0.194
2023-05-24,Home Goods,684.1104765,18,251.452771,North,May,0.368
2023-05-24,Sports,436.1318116,12,131.9481985,North,May,0.303
2023-05-24,Books,643.2781403,1,243.8354087,North,May,0.379
2023-05-25,Electronics,1156.673104,13,179.1017746,West,May,0.155
2023-05-25,Clothing,755.0788042,12,104.8654918,West,May,0.139
2023-05-25,Home Goods,683.3838949,19,198.3876581,North,May,0.290
2023-05-25,Sports,1317.545363,10,173.1813503,South,May,0.131
2023-05-25,Books,1000.158388,9,242.8287743,West,May,0.243
2023-05-26,Electronics,1180.362025,18,342.6912531,East,May,0.290
2023-05-26,Clothing,847.5579407,9,132.0553753,North,May,0.156
2023-05-26,Home Goods,955.6659044,13,214.7756388,South,May,0.225
2023-05-26,Sports,1186.662143,11,378.7219275,South,May,0.319
2023-05-26,Books,658.3500647,1,223.0965207,East,May,0.339
2023-05-27,Electronics,533.8723702,8,157.7549761,South,May,0.295
2023-05-27,Clothing,1245.366897,3,242.4582435,West,May,0.195
2023-05-27,Home Goods,1041.489607,1,382.2938626,West,May,0.367
2023-05-27,Sports,898.0256483,11,188.8869399,North,May,0.210
2023-05-27,Books,1154.320281,12,150.0155172,South,May,0.130
2023-05-28,Electronics,1176.916628,14,203.0965775,South,May,0.173
2023-05-28,Clothing,931.4200254,3,206.1110725,North,May,0.221
2023-05-28,Home Goods,701.6951876,12,195.4498284,West,May,0.279
2023-05-28,Sports,1185.109051,6,389.5367052,East,May,0.329
2023-05-28,Books,1110.216607,16,368.4547403,West,May,0.332
2023-05-29,Electronics,771.0553531,15,263.8140147,South,May,0.342
2023-05-29,Clothing,1040.726164,5,186.9923173,West,May,0.180
2023-05-29,Home Goods,638.1186072,7,130.4497432,South,May,0.204
2023-05-29,Sports,615.9194772,12,61.84206505,East,May,0.100
2023-05-29,Books,1177.306467,4,416.9057036,North,May,0.354
2023-05-30,Electronics,1597.37578,11,557.3706316,East,May,0.349
2023-05-30,Clothing,933.0393236,4,345.0720573,North,May,0.370
2023-05-30,Home Goods,1446.959032,9,551.6003623,South,May,0.381
2023-05-30,Sports,1501.444867,12,176.1995623,South,May,0.117
2023-05-30,Books,967.7322604,8,370.4646469,North,May,0.383
2023-05-31,Electronics,1637.930677,11,636.8774123,West,May,0.389
2023-05-31,Clothing,1129.893005,9,182.4713509,South,May,0.161
2023-05-31,Home Goods,887.4410859,10,172.6464378,East,May,0.195
2023-05-31,Sports,904.685471,11,356.894797,West,May,0.394
2023-05-31,Books,610.5619345,11,108.6626195,North,May,0.178
2023-01-06,Electronics,1473.432042,15,552.8991161,West,January,0.375
2023-01-06,Clothing,1090.313343,9,334.7261103,South,January,0.307
2023-01-06,Home Goods,1523.504929,17,577.6857091,West,January,0.379
2023-01-06,Sports,749.4571295,1,290.3248799,East,January,0.387
2023-01-06,Books,1626.861617,2,280.7442363,North,January,0.173
2023-02-06,Electronics,1196.396249,18,315.9178718,South,February,0.264
2023-02-06,Clothing,1055.395833,13,250.7402908,East,February,0.238
2023-02-06,Home Goods,939.7752509,12,347.0612573,West,February,0.369
2023-02-06,Sports,630.3573011,1,88.943238,East,February,0.141
2023-02-06,Books,1134.358524,12,440.3444719,West,February,0.388
2023-03-06,Electronics,1111.328215,4,428.3380595,West,March,0.385
2023-03-06,Clothing,1164.008597,12,207.0335198,North,March,0.178
2023-03-06,Home Goods,966.2128512,18,268.6731462,East,March,0.278
2023-03-06,Sports,753.2705268,17,292.2996084,North,March,0.388
2023-03-06,Books,1395.087651,16,548.5378232,East,March,0.393
2023-04-06,Electronics,1314.995288,4,229.0749337,North,April,0.174
2023-04-06,Clothing,904.6658187,11,271.3817823,East,April,0.300
2023-04-06,Home Goods,1091.804319,5,112.1409038,North,April,0.103
2023-04-06,Sports,1316.399894,10,449.4530666,North,April,0.341
2023-04-06,Books,791.2985866,2,201.3103843,West,April,0.254
2023-05-06,Electronics,674.7425827,5,117.2312822,North,May,0.174
2023-05-06,Clothing,1629.916537,10,603.7454182,South,May,0.370
2023-05-06,Home Goods,925.8922898,2,368.4833771,West,May,0.398
2023-05-06,Sports,129.5428952,3,28.20634042,North,May,0.218
2023-05-06,Books,1600.110253,3,187.7103396,East,May,0.117
2023-06-06,Electronics,440.0380146,18,175.0175018,North,June,0.398
2023-06-06,Clothing,1302.254107,18,386.7555644,South,June,0.297
2023-06-06,Home Goods,1146.149332,5,126.9998166,North,June,0.111
2023-06-06,Sports,1197.257324,2,363.8045706,North,June,0.304
2023-06-06,Books,1031.768336,11,277.5429921,North,June,0.269
2023-07-06,Electronics,1175.323894,3,232.598396,East,July,0.198
2023-07-06,Clothing,730.3647855,15,271.0582901,South,July,0.371
2023-07-06,Home Goods,600.9059123,8,132.3690739,South,July,0.220
2023-07-06,Sports,961.7352639,15,253.2746462,North,July,0.263
2023-07-06,Books,1453.346479,8,226.4906334,East,July,0.156
2023-08-06,Electronics,870.9702389,14,105.6900485,West,August,0.121
2023-08-06,Clothing,1025.906595,15,373.275059,North,August,0.364
2023-08-06,Home Goods,1379.688861,8,157.6879197,West,August,0.114
2023-08-06,Sports,889.361219,2,295.4207761,West,August,0.332
2023-08-06,Books,714.346358,17,186.9647049,West,August,0.262
2023-09-06,Electronics,1126.79652,13,125.3801441,South,September,0.111
2023-09-06,Clothing,1500.768626,6,174.6749497,South,September,0.116
2023-09-06,Home Goods,1730.32259,8,290.4131896,South,September,0.168
2023-09-06,Sports,991.572906,19,114.5963614,West,September,0.116
2023-09-06,Books,933.9628959,12,156.2408269,East,September,0.167
2023-10-06,Electronics,674.856745,13,153.0499238,South,October,0.227
2023-10-06,Clothing,1544.002362,5,484.4869425,East,October,0.314
2023-10-06,Home Goods,815.0184838,16,302.0312279,South,October,0.371
2023-10-06,Sports,887.1470192,4,350.8289608,West,October,0.395
2023-10-06,Books,1076.158363,8,321.0226415,East,October,0.298
2023-11-06,Electronics,1470.680349,10,460.0232959,East,November,0.313
2023-11-06,Clothing,1039.97717,17,401.0843924,South,November,0.386
2023-11-06,Home Goods,475.2339871,17,133.2870533,West,November,0.280
2023-11-06,Sports,722.6508372,5,94.4900579,North,November,0.131
2023-11-06,Books,1099.050052,19,231.6624202,North,November,0.211
2023-12-06,Electronics,638.2713615,15,200.6074064,East,December,0.314
2023-12-06,Clothing,945.6981584,6,355.8646626,East,December,0.376
2023-12-06,Home Goods,938.5228625,9,148.8236171,North,December,0.159
2023-12-06,Sports,979.6366684,6,196.596559,West,December,0.201
2023-12-06,Books,1221.211941,13,469.1007235,North,December,0.384
2023-06-13,Electronics,1342.339819,17,287.4692041,East,June,0.214
2023-06-13,Clothing,269.4808931,4,58.02099102,East,June,0.215
2023-06-13,Home Goods,1043.227914,11,366.9024211,West,June,0.352
2023-06-13,Sports,1145.838307,2,265.0305653,West,June,0.231
2023-06-13,Books,1374.368787,19,428.6078393,North,June,0.312
2023-06-14,Electronics,1545.766955,6,209.5251673,West,June,0.136
2023-06-14,Clothing,1011.980919,3,390.3616564,West,June,0.386
2023-06-14,Home Goods,856.3487632,2,309.5051754,East,June,0.361
2023-06-14,Sports,741.1672708,5,89.87948183,South,June,0.121
2023-06-14,Books,1333.473597,16,526.1509567,East,June,0.395
2023-06-15,Electronics,1580.4118,18,275.391532,West,June,0.174
2023-06-15,Clothing,1020.924055,11,160.7223426,West,June,0.157
2023-06-15,Home Goods,808.0706418,17,307.4695294,North,June,0.380
2023-06-15,Sports,811.2209819,1,150.6660428,West,June,0.186
2023-06-15,Books,1460.118313,9,446.2605812,North,June,0.306
2023-06-16,Electronics,1049.423136,7,304.0017698,South,June,0.290
2023-06-16,Clothing,987.844495,19,331.5014913,North,June,0.336
2023-06-16,Home Goods,911.7205385,18,348.6252809,North,June,0.382
2023-06-16,Sports,841.5889006,8,101.2017083,North,June,0.120
2023-06-16,Books,1116.451077,9,358.7888536,South,June,0.321
2023-06-17,Electronics,1011.618106,9,163.2065465,North,June,0.161
2023-06-17,Clothing,551.0412235,10,140.5358904,East,June,0.255
2023-06-17,Home Goods,804.9928197,16,232.8120872,West,June,0.289
2023-06-17,Sports,1062.180199,11,295.9317929,East,June,0.279
2023-06-17,Books,1020.803301,15,393.4451195,East,June,0.385
2023-06-18,Electronics,1529.71278,19,439.1723299,East,June,0.287
2023-06-18,Clothing,811.6350357,2,146.2733599,South,June,0.180
2023-06-18,Home Goods,728.5256044,10,171.3535514,West,June,0.235
2023-06-18,Sports,1436.518175,16,395.1388743,East,June,0.275
2023-06-18,Books,1196.680428,4,459.5493601,South,June,0.384
